source_file,instance_index,instance_id,config,run_seed,status,n_tasks,L,mode,time_total,palns_obj,final_obj,ship_time,drone_time,intensify_ran
GENERATED,0,syn_n40_L3_0,hybrid_main,2087123,OK,40,3,hybrid,37.89136629999848,14529.437588744924,14488.019109658555,17.121552958344438,47.05298259714944,True
GENERATED,0,syn_n40_L3_0,hybrid_main,2095042,OK,40,3,hybrid,36.25795429997379,16236.78994964484,16161.355798753822,19.433431939390772,45.32233840602133,True
GENERATED,0,syn_n40_L3_0,hybrid_main,2102961,OK,40,3,hybrid,38.529269400052726,16085.910029649353,16020.199564665629,19.190950034932694,46.485343956174546,True
GENERATED,0,syn_n40_L3_0,hybrid_main,2110880,OK,40,3,hybrid,38.409092299989425,14811.697903617049,14769.767755155905,17.650417291759197,43.770136752471636,True
GENERATED,0,syn_n40_L3_0,hybrid_main,2118799,OK,40,3,hybrid,38.620800799981225,16265.361401688617,16210.2761111506,19.385219687504435,47.75318130063643,True
GENERATED,0,syn_n40_L3_0,hybrid_main,2126718,OK,40,3,hybrid,38.2196337999776,16208.113391714407,16141.944298508442,19.339101957055842,46.789080877616,True
GENERATED,0,syn_n40_L3_0,hybrid_main,2134637,OK,40,3,hybrid,36.44107519998215,15177.386580395465,15041.467662368119,18.105549479315073,41.78015865376618,True
GENERATED,0,syn_n40_L3_0,hybrid_main,2142556,OK,40,3,hybrid,38.24656579998555,16312.442866208461,16224.7536724495,19.59422857295985,43.68806407798891,True
GENERATED,0,syn_n40_L3_0,hybrid_main,2150475,OK,40,3,hybrid,38.577590800006874,16100.659230397632,16018.53726308182,19.186902156942168,46.524589867862744,True
GENERATED,0,syn_n40_L3_0,abl_no_dro,2158394,OK,40,3,hybrid,37.35366389999399,15161.813690320205,15062.504077950207,18.232884159419932,39.65259881100737,True
GENERATED,0,syn_n40_L3_0,abl_no_dro,2166313,OK,40,3,hybrid,35.97047780000139,15140.550263716712,15082.07963570377,18.261638078072668,39.595745061407726,True
GENERATED,0,syn_n40_L3_0,abl_no_dro,2174232,OK,40,3,hybrid,36.93018749996554,14926.859858957949,14891.724857792386,17.862792005465046,42.703738676959986,True
GENERATED,0,syn_n40_L3_0,abl_no_dro,2182151,OK,40,3,hybrid,40.068921500002034,15052.8863548644,15014.023849815912,18.06748494573188,41.81171830048578,True
